colour.in.videos,tile.number,Treatment,Crevice.kind,Location,Unique.location,number.LOB.before,number.otherMA.before,number.unknown.before,number.Lob.after,number.otherMA.after,number.unknown.after,number.LOB.removed,number.otherMA.removed,number.unknown.removed
black,6,accessible,small,c2,6.c2,0,1,1,0,1,1,0,0,0
black,6,accessible,small,c3,6.c3,2,5,0,2,4,0,0,1,0
black,6,accessible,small,c4,6.c4,0,0,1,0,0,1,0,0,0
black,6,accessible,small,c5,6.c5,4,1,1,4,1,1,0,0,0
black,6,accessible,small,c6,6.c6,0,0,0,0,0,0,0,0,0
black,6,accessible,small,c7,6.c7,0,1,0,0,1,0,0,0,0
black,6,accessible,small,c8,6.c8,0,1,0,0,1,0,0,0,0
black,6,accessible,small,c9,6.c9,1,0,0,0,0,0,1,0,0
black,6,accessible,small,d1,6.d1,0,2,2,0,2,2,0,0,0
black,6,accessible,small,d2,6.d2,4,1,2,4,1,2,0,0,0
black,6,accessible,small,d3,6.d3,0,1,0,0,1,0,0,0,0
black,6,accessible,small,d4,6.d4,1,5,1,1,5,1,0,0,0
black,6,accessible,small,d5,6.d5,0,1,0,0,1,0,0,0,0
black,6,accessible,small,d6,6.d6,3,3,0,3,3,0,0,0,0
black,6,accessible,small,d7,6.d7,1,1,0,0,1,0,1,0,0
black,6,accessible,small,d8,6.d8,0,2,0,0,2,0,0,0,0
black,6,accessible,small,d9,6.d9,0,1,0,0,1,0,0,0,0
black,6,accessible,small,e1,6.e1,0,2,2,0,2,2,0,0,0
black,6,accessible,small,e2,6.e2,0,2,1,0,2,1,0,0,0
black,6,accessible,small,e3,6.e3,3,4,0,3,4,0,0,0,0
black,6,accessible,small,e4,6.e4,1,1,0,1,1,0,0,0,0
black,6,accessible,small,e5,6.e5,1,1,0,1,1,0,0,0,0
black,6,accessible,small,e6,6.e6,0,2,1,0,2,1,0,0,0
black,6,accessible,small,e7,6.e7,1,0,0,1,0,0,0,0,0
black,6,accessible,small,e8,6.e8,0,0,0,0,0,0,0,0,0
black,6,accessible,small,e9,6.e9,3,1,0,1,1,0,2,0,0
black,6,accessible,small,f1,6.f1,2,0,0,2,0,0,0,0,0
black,6,accessible,small,f2,6.f2,0,0,0,0,0,0,0,0,0
black,6,accessible,small,f3,6.f3,0,0,1,0,0,1,0,0,0
black,6,accessible,small,f4,6.f4,4,3,0,4,3,0,0,0,0
black,6,accessible,small,f5,6.f5,2,3,0,2,3,0,0,0,0
black,6,accessible,small,f6,6.f6,4,6,0,4,6,0,0,0,0
black,6,accessible,small,f7,6.f7,0,0,0,0,0,0,0,0,0
black,6,accessible,small,f8,6.f8,1,4,0,1,4,0,0,0,0
black,6,accessible,small,f9,6.f9,2,1,0,2,1,0,0,0,0
black,6,accessible,small,g1,6.g1,5,1,0,5,1,0,0,0,0
black,6,accessible,small,g2,6.g2,3,0,0,3,0,0,0,0,0
black,6,accessible,small,g3,6.g3,1,6,1,1,6,1,0,0,0
black,6,accessible,small,g4,6.g4,1,2,0,1,2,0,0,0,0
black,6,accessible,small,g5,6.g5,4,4,0,4,4,0,0,0,0
black,6,accessible,small,g6,6.g6,0,0,0,0,0,0,0,0,0
black,6,accessible,small,g7,6.g7,1,1,0,1,1,0,0,0,0
black,6,accessible,small,g8,6.g8,0,0,1,0,0,1,0,0,0
black,6,accessible,small,g9,6.g9,0,0,0,0,0,0,0,0,0
black,6,accessible,small,h1,6.h1,1,1,0,1,1,0,0,0,0
black,6,accessible,small,h2,6.h2,3,5,0,2,5,0,1,0,0
black,6,accessible,small,h3,6.h3,3,1,0,3,1,0,0,0,0
black,6,accessible,small,h4,6.h4,5,1,0,5,1,0,0,0,0
black,6,accessible,small,h5,6.h5,1,0,0,1,0,0,0,0,0
black,6,accessible,small,h6,6.h6,3,3,0,3,3,0,0,0,0
black,6,accessible,small,h7,6.h7,2,1,0,2,1,0,0,0,0
black,6,accessible,small,h8,6.h8,8,0,0,8,0,0,0,0,0
black,6,accessible,small,h9,6.h9,0,0,0,0,0,0,0,0,0
black,6,accessible,small,i1,6.i1,2,0,0,2,0,0,0,0,0
black,6,accessible,small,i2,6.i2,1,0,0,1,0,0,0,0,0
black,6,accessible,small,i3,6.i3,3,2,0,3,2,0,0,0,0
black,6,accessible,small,i4,6.i4,3,3,0,3,3,0,0,0,0
black,6,accessible,small,i5,6.i5,2,1,0,2,1,0,0,0,0
black,6,accessible,small,i6,6.i6,0,0,1,0,0,1,0,0,0
black,6,accessible,small,i7,6.i7,1,0,1,1,0,1,0,0,0
black,6,accessible,small,i8,6.i8,1,0,0,1,0,0,0,0,0
black,6,accessible,small,i9,6.i9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a1,12.a1,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a2,12.a2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a3,12.a3,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a4,12.a4,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a5,12.a5,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a6,12.a6,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,a7,12.a7,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a8,12.a8,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,a9,12.a9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,b1,12.b1,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,b2,12.b2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,b3,12.b3,0,3,0,0,3,0,0,0,0
yellow,12,caged control,small,b4,12.b4,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,b5,12.b5,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,b6,12.b6,1,1,0,1,1,0,0,0,0
yellow,12,caged control,small,b7,12.b7,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,b8,12.b8,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,b9,12.b9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,c1,12.c1,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,c2,12.c2,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,c3,12.c3,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,c4,12.c4,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,c5,12.c5,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,c6,12.c6,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,c7,12.c7,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,c8,12.c8,1,1,0,1,1,0,0,0,0
yellow,12,caged control,small,c9,12.c9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,d1,12.d1,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,d2,12.d2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,d3,12.d3,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,d4,12.d4,0,0,1,0,0,1,0,0,0
yellow,12,caged control,small,d5,12.d5,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,d6,12.d6,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,d7,12.d7,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,d8,12.d8,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,d9,12.d9,2,3,0,1,3,0,1,0,0
yellow,12,caged control,small,e1,12.e1,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,e2,12.e2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,e3,12.e3,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,e4,12.e4,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,e5,12.e5,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,e6,12.e6,0,0,1,0,0,1,0,0,0
yellow,12,caged control,small,e7,12.e7,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,e8,12.e8,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,e9,12.e9,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,f1,12.f1,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f2,12.f2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f3,12.f3,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f4,12.f4,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,f5,12.f5,1,0,0,1,0,0,0,0,0
yellow,12,caged control,small,f6,12.f6,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f7,12.f7,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f8,12.f8,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,f9,12.f9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g1,12.g1,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g2,12.g2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g3,12.g3,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g4,12.g4,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g5,12.g5,0,1,1,0,1,1,0,0,0
yellow,12,caged control,small,g6,12.g6,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,g7,12.g7,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,g8,12.g8,1,1,0,1,1,0,0,0,0
yellow,12,caged control,small,g9,12.g9,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,h1,12.h1,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,h2,12.h2,0,7,0,0,7,0,0,0,0
yellow,12,caged control,small,h3,12.h3,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,h4,12.h4,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,h5,12.h5,1,1,0,1,1,0,0,0,0
yellow,12,caged control,small,h6,12.h6,0,3,0,0,3,0,0,0,0
yellow,12,caged control,small,h7,12.h7,0,0,1,0,0,1,0,0,0
yellow,12,caged control,small,h8,12.h8,0,5,0,0,5,0,0,0,0
yellow,12,caged control,small,h9,12.h9,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,i1,12.i1,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,i2,12.i2,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,i3,12.i3,0,0,0,0,0,0,0,0,0
yellow,12,caged control,small,i4,12.i4,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,i5,12.i5,0,2,0,0,2,0,0,0,0
yellow,12,caged control,small,i6,12.i6,0,0,1,0,0,1,0,0,0
yellow,12,caged control,small,i7,12.i7,0,1,0,0,1,0,0,0,0
yellow,12,caged control,small,i8,12.i8,0,2,0,0,2,0,0,0,0
yellow,12,caged control,small,i9,12.i9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,a1,18.a1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,a2,18.a2,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,a3,18.a3,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,a4,18.a4,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,a5,18.a5,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,a6,18.a6,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,a7,18.a7,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,a8,18.a8,2,1,0,2,1,0,0,0,0
blank,18,accessible,small,a9,18.a9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,b1,18.b1,1,0,0,0,0,0,1,0,0
blank,18,accessible,small,b2,18.b2,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,b3,18.b3,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,b4,18.b4,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,b5,18.b5,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,b6,18.b6,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,b7,18.b7,1,3,0,2,1,0,0,2,0
blank,18,accessible,small,b8,18.b8,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,b9,18.b9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,c1,18.c1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,c2,18.c2,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,c3,18.c3,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,c4,18.c4,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,c5,18.c5,0,3,0,0,3,0,0,0,0
blank,18,accessible,small,c6,18.c6,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,c7,18.c7,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,c8,18.c8,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,c9,18.c9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,d1,18.d1,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,d2,18.d2,0,10,0,0,10,0,0,0,0
blank,18,accessible,small,d3,18.d3,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,d4,18.d4,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,d5,18.d5,2,2,1,2,2,1,0,0,0
blank,18,accessible,small,d6,18.d6,1,1,0,1,0,0,0,1,0
blank,18,accessible,small,d7,18.d7,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,d8,18.d8,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,d9,18.d9,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,e1,18.e1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,e2,18.e2,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,e3,18.e3,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,e4,18.e4,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,e5,18.e5,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,e6,18.e6,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,e7,18.e7,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,e8,18.e8,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,e9,18.e9,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,f1,18.f1,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,f2,18.f2,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,f3,18.f3,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,f4,18.f4,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,f5,18.f5,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,f6,18.f6,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,f7,18.f7,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,f8,18.f8,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,f9,18.f9,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,g1,18.g1,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,g2,18.g2,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,g3,18.g3,0,3,0,0,1,0,0,2,0
blank,18,accessible,small,g4,18.g4,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,g5,18.g5,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,g6,18.g6,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,g7,18.g7,4,0,0,3,0,0,1,0,0
blank,18,accessible,small,g8,18.g8,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,g9,18.g9,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h1,18.h1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h2,18.h2,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h3,18.h3,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h4,18.h4,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h5,18.h5,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,h6,18.h6,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h7,18.h7,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,h8,18.h8,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,h9,18.h9,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,i1,18.i1,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i2,18.i2,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i3,18.i3,0,1,0,0,1,0,0,0,0
blank,18,accessible,small,i4,18.i4,1,1,0,1,1,0,0,0,0
blank,18,accessible,small,i5,18.i5,1,0,0,1,0,0,0,0,0
blank,18,accessible,small,i6,18.i6,1,2,0,1,2,0,0,0,0
blank,18,accessible,small,i7,18.i7,0,2,0,0,2,0,0,0,0
blank,18,accessible,small,i8,18.i8,0,0,0,0,0,0,0,0,0
blank,18,accessible,small,i9,18.i9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a1,78.a1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a2,78.a2,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a3,78.a3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,a4,78.a4,2,0,0,2,0,0,0,0,0
green,78,caged control,small,a5,78.a5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,a6,78.a6,1,2,0,1,2,0,0,0,0
green,78,caged control,small,a7,78.a7,1,2,0,1,2,0,0,0,0
green,78,caged control,small,a8,78.a8,2,0,0,2,0,0,0,0,0
green,78,caged control,small,a9,78.a9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,b1,78.b1,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b2,78.b2,0,2,0,0,2,0,0,0,0
green,78,caged control,small,b3,78.b3,1,0,0,1,0,0,0,0,0
green,78,caged control,small,b4,78.b4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b5,78.b5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,b6,78.b6,0,0,1,0,0,1,0,0,0
green,78,caged control,small,b7,78.b7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,b8,78.b8,0,3,0,0,3,0,0,0,0
green,78,caged control,small,b9,78.b9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c1,78.c1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c2,78.c2,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c3,78.c3,0,2,0,0,2,0,0,0,0
green,78,caged control,small,c4,78.c4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c5,78.c5,0,4,0,0,3,0,0,1,0
green,78,caged control,small,c6,78.c6,0,0,0,0,0,0,0,0,0
green,78,caged control,small,c7,78.c7,0,1,0,0,1,0,0,0,0
green,78,caged control,small,c8,78.c8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,c9,78.c9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d1,78.d1,1,1,0,1,1,0,0,0,0
green,78,caged control,small,d2,78.d2,1,0,0,1,0,0,0,0,0
green,78,caged control,small,d3,78.d3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d4,78.d4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d5,78.d5,1,1,0,1,1,0,0,0,0
green,78,caged control,small,d6,78.d6,3,2,0,3,2,0,0,0,0
green,78,caged control,small,d7,78.d7,0,0,0,0,0,0,0,0,0
green,78,caged control,small,d8,78.d8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,d9,78.d9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,e1,78.e1,1,1,0,1,1,0,0,0,0
green,78,caged control,small,e2,78.e2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e3,78.e3,0,3,0,0,3,0,0,0,0
green,78,caged control,small,e4,78.e4,0,2,0,0,2,0,0,0,0
green,78,caged control,small,e5,78.e5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e6,78.e6,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e7,78.e7,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e8,78.e8,0,1,0,0,1,0,0,0,0
green,78,caged control,small,e9,78.e9,0,0,0,0,0,0,0,0,0
green,78,caged control,small,f1,78.f1,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f2,78.f2,0,3,0,0,3,0,0,0,0
green,78,caged control,small,f3,78.f3,0,1,2,0,1,1,0,0,1
green,78,caged control,small,f4,78.f4,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f5,78.f5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,f6,78.f6,0,2,1,0,1,1,0,1,0
green,78,caged control,small,f7,78.f7,1,0,0,1,0,0,0,0,0
green,78,caged control,small,f8,78.f8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,f9,78.f9,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g1,78.g1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g2,78.g2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g3,78.g3,0,1,0,0,1,0,0,0,0
green,78,caged control,small,g4,78.g4,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g5,78.g5,0,2,0,0,2,0,0,0,0
green,78,caged control,small,g6,78.g6,0,0,0,0,0,0,0,0,0
green,78,caged control,small,g7,78.g7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,g8,78.g8,1,1,0,1,1,0,0,0,0
green,78,caged control,small,g9,78.g9,0,0,2,0,0,2,0,0,0
green,78,caged control,small,h1,78.h1,1,0,0,1,0,0,0,0,0
green,78,caged control,small,h2,78.h2,0,1,0,0,1,0,0,0,0
green,78,caged control,small,h3,78.h3,0,2,1,0,2,1,0,0,0
green,78,caged control,small,h4,78.h4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,h5,78.h5,0,0,0,0,0,0,0,0,0
green,78,caged control,small,h6,78.h6,2,0,0,2,0,0,0,0,0
green,78,caged control,small,h7,78.h7,1,1,0,1,1,0,0,0,0
green,78,caged control,small,h8,78.h8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,h9,78.h9,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i1,78.i1,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i2,78.i2,4,0,0,4,0,0,0,0,0
green,78,caged control,small,i3,78.i3,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i4,78.i4,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i5,78.i5,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i6,78.i6,0,1,0,0,1,0,0,0,0
green,78,caged control,small,i7,78.i7,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i8,78.i8,0,0,0,0,0,0,0,0,0
green,78,caged control,small,i9,78.i9,0,0,0,0,0,0,0,0,0