"","Unique.location","Species","Bites","colour.in.videos","tile.number","Treatment","Crevice.kind","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed"
"948","80.b6","Pomacentrus bankanensis",0,"black",80,"accessible","large","b6",1,5,0,1,5,0,0,0,0
"958","80.e2","Pomacentrus bankanensis",0,"black",80,"accessible","large","e2",2,0,1,2,0,1,0,0,0
"959","80.e4","Pomacentrus bankanensis",0,"black",80,"accessible","large","e4",1,5,0,1,5,0,0,0,0
"960","80.f3","Pomacentrus bankanensis",0,"black",80,"accessible","large","f3",1,1,0,1,1,0,0,0,0
"966","80.g4","Pomacentrus bankanensis",0,"black",80,"accessible","large","g4",2,2,0,2,2,0,0,0,0
"968","80.g8","Pomacentrus bankanensis",0,"black",80,"accessible","large","g8",1,2,0,1,2,0,0,0,0
"969","80.h7","Pomacentrus bankanensis",0,"black",80,"accessible","large","h7",1,2,0,1,2,0,0,0,0
"974","107.d5","Scarus niger",0,"black",107,"accessible","medium","d5",1,0,0,1,0,0,0,0,0
"975","107.e2","Scarus niger",0,"black",107,"accessible","medium","e2",1,0,0,1,0,0,0,0,0
"977","107.f2","Scarus niger",0,"black",107,"accessible","medium","f2",1,1,0,1,1,0,0,0,0
"981","107.g2","Scarus niger",0,"black",107,"accessible","medium","g2",2,0,0,2,0,0,0,0,0
"986","107.i2","Scarus niger",0,"black",107,"accessible","medium","i2",1,0,0,1,0,0,0,0,0
"992","18.b1","Scarus niger",1,"blank",18,"accessible","small","b1",1,0,0,0,0,0,1,0,0
"1006","18.g7","Scarus niger",3,"blank",18,"accessible","small","g7",4,0,0,3,0,0,1,0,0
"1010","18.i4","Scarus niger",1,"blank",18,"accessible","small","i4",1,1,0,1,1,0,0,0,0
"1011","18.i5","Scarus niger",2,"blank",18,"accessible","small","i5",1,0,0,1,0,0,0,0,0
"1012","18.i6","Scarus niger",1,"blank",18,"accessible","small","i6",1,2,0,1,2,0,0,0,0
"1014","44.b3","Scarus niger",0,"red",44,"accessible","medium","b3",1,0,0,1,0,0,0,0,0
"1021","44.d9","Scarus niger",0,"red",44,"accessible","medium","d9",1,1,0,0,1,0,1,0,0
"1022","44.e4","Scarus niger",0,"red",44,"accessible","medium","e4",2,1,0,2,1,0,0,0,0
"1023","44.e6","Scarus niger",0,"red",44,"accessible","medium","e6",1,0,0,1,0,0,0,0,0
"1025","44.f3","Scarus niger",0,"red",44,"accessible","medium","f3",1,2,0,1,2,0,0,0,0
"1034","6.e7","Scarus niger",0,"black",6,"accessible","small","e7",1,0,0,1,0,0,0,0,0
"1035","6.f6","Scarus niger",0,"black",6,"accessible","small","f6",4,6,0,4,6,0,0,0,0
"1036","6.h3","Scarus niger",0,"black",6,"accessible","small","h3",3,1,0,3,1,0,0,0,0
"1037","6.h6","Scarus niger",0,"black",6,"accessible","small","h6",3,3,0,3,3,0,0,0,0
"1038","6.h8","Scarus niger",0,"black",6,"accessible","small","h8",8,0,0,8,0,0,0,0,0
"1040","71.a6","Scarus niger",0,"red",71,"accessible","large","a6",1,0,0,0,0,0,1,0,0
"1043","71.b5","Scarus niger",0,"red",71,"accessible","large","b5",1,8,0,1,8,0,0,0,0
"1044","71.c2","Scarus niger",0,"red",71,"accessible","large","c2",2,1,4,2,1,4,0,0,0
"1046","71.d2","Scarus niger",0,"red",71,"accessible","large","d2",3,7,0,3,7,0,0,0,0
"1047","71.d3","Scarus niger",0,"red",71,"accessible","large","d3",4,1,0,4,1,0,0,0,0
"1048","71.d5","Scarus niger",0,"red",71,"accessible","large","d5",2,2,1,2,2,1,0,0,0
"1049","71.e1","Scarus niger",0,"red",71,"accessible","large","e1",2,1,0,2,1,0,0,0,0
"1050","71.e2","Scarus niger",0,"red",71,"accessible","large","e2",4,1,0,4,1,0,0,0,0
"1052","71.f1","Scarus niger",0,"red",71,"accessible","large","f1",1,2,0,1,2,0,0,0,0
"1054","71.g1","Scarus niger",0,"red",71,"accessible","large","g1",1,0,1,1,0,1,0,0,0
"1055","71.g2","Scarus niger",0,"red",71,"accessible","large","g2",2,2,0,2,2,0,0,0,0
"1056","71.g4","Scarus niger",0,"red",71,"accessible","large","g4",4,3,3,4,3,3,0,0,0
"1057","71.g8","Scarus niger",0,"red",71,"accessible","large","g8",2,2,0,2,2,0,0,0,0
"1058","71.h3","Scarus niger",0,"red",71,"accessible","large","h3",3,2,1,3,2,1,0,0,0
"1059","71.h7","Scarus niger",0,"red",71,"accessible","large","h7",6,2,1,6,2,1,0,0,0
"1061","71.i4","Scarus niger",0,"red",71,"accessible","large","i4",1,0,0,1,0,0,0,0,0
"1066","72.d9","Scarus niger",0,"red",72,"accessible","small","d9",2,0,0,2,0,0,0,0,0
"1067","72.e1","Scarus niger",0,"red",72,"accessible","small","e1",2,1,0,2,1,0,0,0,0
"1069","72.e4","Scarus niger",0,"red",72,"accessible","small","e4",3,2,0,3,2,0,0,0,0
"1072","72.e8","Scarus niger",0,"red",72,"accessible","small","e8",1,1,0,1,1,0,0,0,0
"1074","72.f5","Scarus niger",0,"red",72,"accessible","small","f5",1,0,0,1,0,0,0,0,0
"1075","72.g2","Scarus niger",0,"red",72,"accessible","small","g2",1,3,0,1,3,0,0,0,0
"1077","72.h5","Scarus niger",0,"red",72,"accessible","small","h5",1,4,0,1,4,0,0,0,0
"1079","72.i3","Scarus niger",0,"red",72,"accessible","small","i3",1,2,0,0,2,0,1,0,0
"1080","72.i4","Scarus niger",0,"red",72,"accessible","small","i4",1,0,0,1,0,0,0,0,0
"1082","72.i6","Scarus niger",0,"red",72,"accessible","small","i6",1,0,0,1,0,0,0,0,0
"1086","74.b8","Scarus niger",1,"blank",74,"accessible","large","b8",1,0,0,1,0,0,0,0,0
"1105","79.f2","Scarus niger",2,"blank",79,"accessible","medium","f2",1,0,0,1,0,0,0,0,0
"1109","80.b2","Scarus niger",0,"black",80,"accessible","large","b2",1,4,0,1,3,0,0,1,0
"1110","80.b6","Scarus niger",0,"black",80,"accessible","large","b6",1,5,0,1,5,0,0,0,0
"1120","80.e2","Scarus niger",0,"black",80,"accessible","large","e2",2,0,1,2,0,1,0,0,0
"1121","80.e4","Scarus niger",0,"black",80,"accessible","large","e4",1,5,0,1,5,0,0,0,0
"1122","80.f3","Scarus niger",0,"black",80,"accessible","large","f3",1,1,0,1,1,0,0,0,0
"1128","80.g4","Scarus niger",0,"black",80,"accessible","large","g4",2,2,0,2,2,0,0,0,0
"1130","80.g8","Scarus niger",0,"black",80,"accessible","large","g8",1,2,0,1,2,0,0,0,0
"1131","80.h7","Scarus niger",0,"black",80,"accessible","large","h7",1,2,0,1,2,0,0,0,0
"1136","107.d5","unident wrasse",0,"black",107,"accessible","medium","d5",1,0,0,1,0,0,0,0,0
"1137","107.e2","unident wrasse",0,"black",107,"accessible","medium","e2",1,0,0,1,0,0,0,0,0
"1139","107.f2","unident wrasse",0,"black",107,"accessible","medium","f2",1,1,0,1,1,0,0,0,0
"1143","107.g2","unident wrasse",0,"black",107,"accessible","medium","g2",2,0,0,2,0,0,0,0,0
"1148","107.i2","unident wrasse",0,"black",107,"accessible","medium","i2",1,0,0,1,0,0,0,0,0
"1154","18.b1","unident wrasse",0,"blank",18,"accessible","small","b1",1,0,0,0,0,0,1,0,0
"1168","18.g7","unident wrasse",0,"blank",18,"accessible","small","g7",4,0,0,3,0,0,1,0,0
"1172","18.i4","unident wrasse",0,"blank",18,"accessible","small","i4",1,1,0,1,1,0,0,0,0
"1173","18.i5","unident wrasse",0,"blank",18,"accessible","small","i5",1,0,0,1,0,0,0,0,0
"1174","18.i6","unident wrasse",0,"blank",18,"accessible","small","i6",1,2,0,1,2,0,0,0,0
"1176","44.b3","unident wrasse",0,"red",44,"accessible","medium","b3",1,0,0,1,0,0,0,0,0
"1183","44.d9","unident wrasse",0,"red",44,"accessible","medium","d9",1,1,0,0,1,0,1,0,0
"1184","44.e4","unident wrasse",0,"red",44,"accessible","medium","e4",2,1,0,2,1,0,0,0,0
"1185","44.e6","unident wrasse",0,"red",44,"accessible","medium","e6",1,0,0,1,0,0,0,0,0
"1187","44.f3","unident wrasse",0,"red",44,"accessible","medium","f3",1,2,0,1,2,0,0,0,0
"1196","6.e7","unident wrasse",0,"black",6,"accessible","small","e7",1,0,0,1,0,0,0,0,0
"1197","6.f6","unident wrasse",0,"black",6,"accessible","small","f6",4,6,0,4,6,0,0,0,0
"1198","6.h3","unident wrasse",1,"black",6,"accessible","small","h3",3,1,0,3,1,0,0,0,0
"1199","6.h6","unident wrasse",0,"black",6,"accessible","small","h6",3,3,0,3,3,0,0,0,0
"1200","6.h8","unident wrasse",0,"black",6,"accessible","small","h8",8,0,0,8,0,0,0,0,0
"1202","71.a6","unident wrasse",0,"red",71,"accessible","large","a6",1,0,0,0,0,0,1,0,0
"1205","71.b5","unident wrasse",0,"red",71,"accessible","large","b5",1,8,0,1,8,0,0,0,0
"1206","71.c2","unident wrasse",0,"red",71,"accessible","large","c2",2,1,4,2,1,4,0,0,0
"1208","71.d2","unident wrasse",0,"red",71,"accessible","large","d2",3,7,0,3,7,0,0,0,0
"1209","71.d3","unident wrasse",0,"red",71,"accessible","large","d3",4,1,0,4,1,0,0,0,0
"1210","71.d5","unident wrasse",0,"red",71,"accessible","large","d5",2,2,1,2,2,1,0,0,0
"1211","71.e1","unident wrasse",0,"red",71,"accessible","large","e1",2,1,0,2,1,0,0,0,0
"1212","71.e2","unident wrasse",0,"red",71,"accessible","large","e2",4,1,0,4,1,0,0,0,0
"1214","71.f1","unident wrasse",0,"red",71,"accessible","large","f1",1,2,0,1,2,0,0,0,0
"1216","71.g1","unident wrasse",0,"red",71,"accessible","large","g1",1,0,1,1,0,1,0,0,0
"1217","71.g2","unident wrasse",0,"red",71,"accessible","large","g2",2,2,0,2,2,0,0,0,0
"1218","71.g4","unident wrasse",0,"red",71,"accessible","large","g4",4,3,3,4,3,3,0,0,0
"1219","71.g8","unident wrasse",0,"red",71,"accessible","large","g8",2,2,0,2,2,0,0,0,0
"1220","71.h3","unident wrasse",0,"red",71,"accessible","large","h3",3,2,1,3,2,1,0,0,0
"1221","71.h7","unident wrasse",0,"red",71,"accessible","large","h7",6,2,1,6,2,1,0,0,0
"1223","71.i4","unident wrasse",0,"red",71,"accessible","large","i4",1,0,0,1,0,0,0,0,0
"1228","72.d9","unident wrasse",0,"red",72,"accessible","small","d9",2,0,0,2,0,0,0,0,0
"1229","72.e1","unident wrasse",0,"red",72,"accessible","small","e1",2,1,0,2,1,0,0,0,0
"1231","72.e4","unident wrasse",0,"red",72,"accessible","small","e4",3,2,0,3,2,0,0,0,0
"1234","72.e8","unident wrasse",0,"red",72,"accessible","small","e8",1,1,0,1,1,0,0,0,0
"1236","72.f5","unident wrasse",0,"red",72,"accessible","small","f5",1,0,0,1,0,0,0,0,0
"1237","72.g2","unident wrasse",0,"red",72,"accessible","small","g2",1,3,0,1,3,0,0,0,0
"1239","72.h5","unident wrasse",0,"red",72,"accessible","small","h5",1,4,0,1,4,0,0,0,0
"1241","72.i3","unident wrasse",0,"red",72,"accessible","small","i3",1,2,0,0,2,0,1,0,0
"1242","72.i4","unident wrasse",0,"red",72,"accessible","small","i4",1,0,0,1,0,0,0,0,0
"1244","72.i6","unident wrasse",0,"red",72,"accessible","small","i6",1,0,0,1,0,0,0,0,0
"1248","74.b8","unident wrasse",0,"blank",74,"accessible","large","b8",1,0,0,1,0,0,0,0,0
"1267","79.f2","unident wrasse",0,"blank",79,"accessible","medium","f2",1,0,0,1,0,0,0,0,0
"1271","80.b2","unident wrasse",0,"black",80,"accessible","large","b2",1,4,0,1,3,0,0,1,0
"1272","80.b6","unident wrasse",0,"black",80,"accessible","large","b6",1,5,0,1,5,0,0,0,0
"1282","80.e2","unident wrasse",0,"black",80,"accessible","large","e2",2,0,1,2,0,1,0,0,0
"1283","80.e4","unident wrasse",0,"black",80,"accessible","large","e4",1,5,0,1,5,0,0,0,0
"1284","80.f3","unident wrasse",0,"black",80,"accessible","large","f3",1,1,0,1,1,0,0,0,0
"1290","80.g4","unident wrasse",2,"black",80,"accessible","large","g4",2,2,0,2,2,0,0,0,0
"1292","80.g8","unident wrasse",0,"black",80,"accessible","large","g8",1,2,0,1,2,0,0,0,0
"1293","80.h7","unident wrasse",0,"black",80,"accessible","large","h7",1,2,0,1,2,0,0,0,0
"1298","107.d5","Zebrasoma scopas",0,"black",107,"accessible","medium","d5",1,0,0,1,0,0,0,0,0
"1299","107.e2","Zebrasoma scopas",0,"black",107,"accessible","medium","e2",1,0,0,1,0,0,0,0,0
"1301","107.f2","Zebrasoma scopas",0,"black",107,"accessible","medium","f2",1,1,0,1,1,0,0,0,0
"1305","107.g2","Zebrasoma scopas",0,"black",107,"accessible","medium","g2",2,0,0,2,0,0,0,0,0
"1310","107.i2","Zebrasoma scopas",0,"black",107,"accessible","medium","i2",1,0,0,1,0,0,0,0,0
"1316","18.b1","Zebrasoma scopas",0,"blank",18,"accessible","small","b1",1,0,0,0,0,0,1,0,0
"1330","18.g7","Zebrasoma scopas",0,"blank",18,"accessible","small","g7",4,0,0,3,0,0,1,0,0
"1334","18.i4","Zebrasoma scopas",0,"blank",18,"accessible","small","i4",1,1,0,1,1,0,0,0,0
"1335","18.i5","Zebrasoma scopas",0,"blank",18,"accessible","small","i5",1,0,0,1,0,0,0,0,0
"1336","18.i6","Zebrasoma scopas",0,"blank",18,"accessible","small","i6",1,2,0,1,2,0,0,0,0
"1338","44.b3","Zebrasoma scopas",0,"red",44,"accessible","medium","b3",1,0,0,1,0,0,0,0,0
"1345","44.d9","Zebrasoma scopas",0,"red",44,"accessible","medium","d9",1,1,0,0,1,0,1,0,0
"1346","44.e4","Zebrasoma scopas",0,"red",44,"accessible","medium","e4",2,1,0,2,1,0,0,0,0
"1347","44.e6","Zebrasoma scopas",0,"red",44,"accessible","medium","e6",1,0,0,1,0,0,0,0,0
"1349","44.f3","Zebrasoma scopas",0,"red",44,"accessible","medium","f3",1,2,0,1,2,0,0,0,0
"1358","6.e7","Zebrasoma scopas",0,"black",6,"accessible","small","e7",1,0,0,1,0,0,0,0,0
"1359","6.f6","Zebrasoma scopas",0,"black",6,"accessible","small","f6",4,6,0,4,6,0,0,0,0
"1360","6.h3","Zebrasoma scopas",0,"black",6,"accessible","small","h3",3,1,0,3,1,0,0,0,0
"1361","6.h6","Zebrasoma scopas",0,"black",6,"accessible","small","h6",3,3,0,3,3,0,0,0,0
"1362","6.h8","Zebrasoma scopas",0,"black",6,"accessible","small","h8",8,0,0,8,0,0,0,0,0
"1364","71.a6","Zebrasoma scopas",2,"red",71,"accessible","large","a6",1,0,0,0,0,0,1,0,0
"1367","71.b5","Zebrasoma scopas",0,"red",71,"accessible","large","b5",1,8,0,1,8,0,0,0,0
"1368","71.c2","Zebrasoma scopas",0,"red",71,"accessible","large","c2",2,1,4,2,1,4,0,0,0
"1370","71.d2","Zebrasoma scopas",0,"red",71,"accessible","large","d2",3,7,0,3,7,0,0,0,0
"1371","71.d3","Zebrasoma scopas",0,"red",71,"accessible","large","d3",4,1,0,4,1,0,0,0,0
"1372","71.d5","Zebrasoma scopas",0,"red",71,"accessible","large","d5",2,2,1,2,2,1,0,0,0
"1373","71.e1","Zebrasoma scopas",0,"red",71,"accessible","large","e1",2,1,0,2,1,0,0,0,0
"1374","71.e2","Zebrasoma scopas",0,"red",71,"accessible","large","e2",4,1,0,4,1,0,0,0,0
"1376","71.f1","Zebrasoma scopas",0,"red",71,"accessible","large","f1",1,2,0,1,2,0,0,0,0
"1378","71.g1","Zebrasoma scopas",0,"red",71,"accessible","large","g1",1,0,1,1,0,1,0,0,0
"1379","71.g2","Zebrasoma scopas",0,"red",71,"accessible","large","g2",2,2,0,2,2,0,0,0,0
"1380","71.g4","Zebrasoma scopas",0,"red",71,"accessible","large","g4",4,3,3,4,3,3,0,0,0
"1381","71.g8","Zebrasoma scopas",1,"red",71,"accessible","large","g8",2,2,0,2,2,0,0,0,0
"1382","71.h3","Zebrasoma scopas",0,"red",71,"accessible","large","h3",3,2,1,3,2,1,0,0,0
"1383","71.h7","Zebrasoma scopas",5,"red",71,"accessible","large","h7",6,2,1,6,2,1,0,0,0
"1385","71.i4","Zebrasoma scopas",0,"red",71,"accessible","large","i4",1,0,0,1,0,0,0,0,0
"1390","72.d9","Zebrasoma scopas",0,"red",72,"accessible","small","d9",2,0,0,2,0,0,0,0,0
"1391","72.e1","Zebrasoma scopas",0,"red",72,"accessible","small","e1",2,1,0,2,1,0,0,0,0
"1393","72.e4","Zebrasoma scopas",0,"red",72,"accessible","small","e4",3,2,0,3,2,0,0,0,0
"1396","72.e8","Zebrasoma scopas",0,"red",72,"accessible","small","e8",1,1,0,1,1,0,0,0,0
"1398","72.f5","Zebrasoma scopas",0,"red",72,"accessible","small","f5",1,0,0,1,0,0,0,0,0
"1399","72.g2","Zebrasoma scopas",0,"red",72,"accessible","small","g2",1,3,0,1,3,0,0,0,0
"1401","72.h5","Zebrasoma scopas",0,"red",72,"accessible","small","h5",1,4,0,1,4,0,0,0,0
"1403","72.i3","Zebrasoma scopas",0,"red",72,"accessible","small","i3",1,2,0,0,2,0,1,0,0
"1404","72.i4","Zebrasoma scopas",0,"red",72,"accessible","small","i4",1,0,0,1,0,0,0,0,0
"1406","72.i6","Zebrasoma scopas",0,"red",72,"accessible","small","i6",1,0,0,1,0,0,0,0,0
"1410","74.b8","Zebrasoma scopas",0,"blank",74,"accessible","large","b8",1,0,0,1,0,0,0,0,0
"1429","79.f2","Zebrasoma scopas",0,"blank",79,"accessible","medium","f2",1,0,0,1,0,0,0,0,0
"1433","80.b2","Zebrasoma scopas",0,"black",80,"accessible","large","b2",1,4,0,1,3,0,0,1,0
"1434","80.b6","Zebrasoma scopas",0,"black",80,"accessible","large","b6",1,5,0,1,5,0,0,0,0
"1444","80.e2","Zebrasoma scopas",0,"black",80,"accessible","large","e2",2,0,1,2,0,1,0,0,0
"1445","80.e4","Zebrasoma scopas",0,"black",80,"accessible","large","e4",1,5,0,1,5,0,0,0,0
"1446","80.f3","Zebrasoma scopas",0,"black",80,"accessible","large","f3",1,1,0,1,1,0,0,0,0
"1452","80.g4","Zebrasoma scopas",0,"black",80,"accessible","large","g4",2,2,0,2,2,0,0,0,0
"1454","80.g8","Zebrasoma scopas",0,"black",80,"accessible","large","g8",1,2,0,1,2,0,0,0,0
"1455","80.h7","Zebrasoma scopas",0,"black",80,"accessible","large","h7",1,2,0,1,2,0,0,0,0
